Low Birth Weight Ind Desc,Year Desc,County Name,Age Group Desc,Birth Count,Birth Count_PCT,SORT
Normal birth weight (2500g+),2008,Lawrence,18 to 19,72,84.7,7429
Low birth weight (<2500g),2008,Lawrence,20 to 24,33,13.1,7431
Normal birth weight (2500g+),2008,Lawrence,20 to 24,218,86.9,7432
Low birth weight (<2500g),2008,Lawrence,25 to 29,22,9.6,7434
Normal birth weight (2500g+),2008,Lawrence,25 to 29,208,90.4,7435
Low birth weight (<2500g),2008,Lawrence,30 to 34,18,14.4,7437
Normal birth weight (2500g+),2008,Lawrence,30 to 34,107,85.6,7438
Low birth weight (<2500g),2008,Lawrence,35 to 39,8,19.5,7440
Normal birth weight (2500g+),2008,Lawrence,35 to 39,33,80.5,7441
Low birth weight (<2500g),2008,Lawrence,40 to 44,0,0.0,7443
Normal birth weight (2500g+),2008,Lawrence,40 to 44,*,*,7444
Low birth weight (<2500g),2008,Lawrence,45 and older,0,0.0,7446
Normal birth weight (2500g+),2008,Lawrence,45 and older,0,0.0,7447
Low birth weight (<2500g),2008,Lawrence,Less than 15,0,0.0,7449
Normal birth weight (2500g+),2008,Lawrence,Less than 15,*,*,7450
Low birth weight (<2500g),2008,Lawrence,Unknown,0,0.0,7452
Normal birth weight (2500g+),2008,Lawrence,Unknown,0,0.0,7453
Low birth weight (<2500g),2008,Licking,15 to 17,11,15.9,7458
Normal birth weight (2500g+),2008,Licking,15 to 17,58,84.1,7459
Low birth weight (<2500g),2008,Licking,18 to 19,17,11.1,7461
Normal birth weight (2500g+),2008,Licking,18 to 19,136,88.9,7462
Low birth weight (<2500g),2008,Licking,20 to 24,49,8.6,7464
Normal birth weight (2500g+),2008,Licking,20 to 24,522,91.4,7465
Low birth weight (<2500g),2008,Licking,25 to 29,40,6.6,7467
Normal birth weight (2500g+),2008,Licking,25 to 29,562,93.4,7468
Low birth weight (<2500g),2008,Licking,30 to 34,25,6.2,7470
Normal birth weight (2500g+),2008,Licking,30 to 34,381,93.8,7471
Low birth weight (<2500g),2008,Licking,35 to 39,20,10.1,7473
Normal birth weight (2500g+),2008,Licking,35 to 39,179,89.9,7474
Low birth weight (<2500g),2008,Licking,40 to 44,5,21.7,7476
Normal birth weight (2500g+),2008,Licking,40 to 44,*,*,7477
Low birth weight (<2500g),2008,Licking,45 and older,0,0.0,7479
Normal birth weight (2500g+),2008,Licking,45 and older,*,*,7480
Low birth weight (<2500g),2008,Licking,Less than 15,0,0.0,7482
Normal birth weight (2500g+),2008,Licking,Less than 15,0,0.0,7483
Low birth weight (<2500g),2008,Licking,Unknown,0,0.0,7485
Normal birth weight (2500g+),2008,Licking,Unknown,0,0.0,7486
Low birth weight (<2500g),2008,Logan,15 to 17,3,12.0,7491
Normal birth weight (2500g+),2008,Logan,15 to 17,*,*,7492
Low birth weight (<2500g),2008,Logan,18 to 19,8,13.8,7494
Normal birth weight (2500g+),2008,Logan,18 to 19,50,86.2,7495
Low birth weight (<2500g),2008,Logan,20 to 24,25,11.5,7497
Normal birth weight (2500g+),2008,Logan,20 to 24,193,88.5,7498
Low birth weight (<2500g),2008,Logan,25 to 29,12,6.0,7500
Normal birth weight (2500g+),2008,Logan,25 to 29,189,94.0,7501
Low birth weight (<2500g),2008,Logan,30 to 34,14,14.6,7503
Normal birth weight (2500g+),2008,Logan,30 to 34,82,85.4,7504
Low birth weight (<2500g),2008,Logan,35 to 39,0,0.0,7506
Normal birth weight (2500g+),2008,Logan,35 to 39,28,100.0,7507
Low birth weight (<2500g),2008,Logan,40 to 44,0,0.0,7509
Normal birth weight (2500g+),2008,Logan,40 to 44,*,*,7510
Low birth weight (<2500g),2008,Logan,45 and older,0,0.0,7512
Normal birth weight (2500g+),2008,Logan,45 and older,*,*,7513
Low birth weight (<2500g),2008,Logan,Less than 15,0,0.0,7515
Normal birth weight (2500g+),2008,Logan,Less than 15,*,*,7516
Low birth weight (<2500g),2008,Logan,Unknown,0,0.0,7518
Normal birth weight (2500g+),2008,Logan,Unknown,0,0.0,7519
Low birth weight (<2500g),2008,Lorain,15 to 17,6,6.0,7524
Normal birth weight (2500g+),2008,Lorain,15 to 17,94,94.0,7525
Low birth weight (<2500g),2008,Lorain,18 to 19,26,8.7,7527
Normal birth weight (2500g+),2008,Lorain,18 to 19,274,91.3,7528
Low birth weight (<2500g),2008,Lorain,20 to 24,68,7.4,7530
Normal birth weight (2500g+),2008,Lorain,20 to 24,856,92.6,7531
Low birth weight (<2500g),2008,Lorain,25 to 29,79,7.5,7533
Normal birth weight (2500g+),2008,Lorain,25 to 29,977,92.5,7534
Low birth weight (<2500g),2008,Lorain,30 to 34,54,6.7,7536
Normal birth weight (2500g+),2008,Lorain,30 to 34,752,93.3,7537
Low birth weight (<2500g),2008,Lorain,35 to 39,31,7.9,7539
Normal birth weight (2500g+),2008,Lorain,35 to 39,363,92.1,7540
Low birth weight (<2500g),2008,Lorain,40 to 44,7,11.5,7542
Normal birth weight (2500g+),2008,Lorain,40 to 44,54,88.5,7543
Low birth weight (<2500g),2008,Lorain,45 and older,*,*,7545
Normal birth weight (2500g+),2008,Lorain,45 and older,*,*,7546
Low birth weight (<2500g),2008,Lorain,Less than 15,*,*,7548
Normal birth weight (2500g+),2008,Lorain,Less than 15,*,*,7549
Low birth weight (<2500g),2008,Lorain,Unknown,0,0.0,7551
Normal birth weight (2500g+),2008,Lorain,Unknown,0,0.0,7552
Low birth weight (<2500g),2008,Lucas,15 to 17,25,10.6,7557
Normal birth weight (2500g+),2008,Lucas,15 to 17,211,89.4,7558
Low birth weight (<2500g),2008,Lucas,18 to 19,53,9.6,7560
Normal birth weight (2500g+),2008,Lucas,18 to 19,501,90.4,7561
Low birth weight (<2500g),2008,Lucas,20 to 24,169,9.4,7563
Normal birth weight (2500g+),2008,Lucas,20 to 24,1,627,90.6,7564
Low birth weight (<2500g),2008,Lucas,25 to 29,141,7.6,7566
Normal birth weight (2500g+),2008,Lucas,25 to 29,1,723,92.4,7567
Low birth weight (<2500g),2008,Lucas,30 to 34,115,10.0,7569
Normal birth weight (2500g+),2008,Lucas,30 to 34,1,037,90.0,7570
Low birth weight (<2500g),2008,Lucas,35 to 39,64,12.1,7572
Normal birth weight (2500g+),2008,Lucas,35 to 39,465,87.9,7573
Low birth weight (<2500g),2008,Lucas,40 to 44,19,19.6,7575
Normal birth weight (2500g+),2008,Lucas,40 to 44,78,80.4,7576
Low birth weight (<2500g),2008,Lucas,45 and older,0,0.0,7578
Normal birth weight (2500g+),2008,Lucas,45 and older,*,*,7579
Low birth weight (<2500g),2008,Lucas,Less than 15,*,*,7581
Normal birth weight (2500g+),2008,Lucas,Less than 15,*,*,7582
Low birth weight (<2500g),2008,Lucas,Unknown,0,0.0,7584
Normal birth weight (2500g+),2008,Lucas,Unknown,0,0.0,7585
Low birth weight (<2500g),2008,Madison,15 to 17,*,*,7590
Normal birth weight (2500g+),2008,Madison,15 to 17,*,*,7591
Low birth weight (<2500g),2008,Madison,18 to 19,3,7.5,7593
Normal birth weight (2500g+),2008,Madison,18 to 19,37,92.5,7594
Low birth weight (<2500g),2008,Madison,20 to 24,10,6.9,7596
Normal birth weight (2500g+),2008,Madison,20 to 24,134,93.1,7597
Low birth weight (<2500g),2008,Madison,25 to 29,11,8.2,7599
Normal birth weight (2500g+),2008,Madison,25 to 29,123,91.8,7600
Low birth weight (<2500g),2008,Madison,30 to 34,7,7.0,7602
Normal birth weight (2500g+),2008,Madison,30 to 34,93,93.0,7603
Low birth weight (<2500g),2008,Madison,35 to 39,1,2.0,7605
Normal birth weight (2500g+),2008,Madison,35 to 39,49,98.0,7606
Low birth weight (<2500g),2008,Madison,40 to 44,0,0.0,7608
Normal birth weight (2500g+),2008,Madison,40 to 44,*,*,7609
Low birth weight (<2500g),2008,Madison,45 and older,0,0.0,7611
Normal birth weight (2500g+),2008,Madison,45 and older,0,0.0,7612
Low birth weight (<2500g),2008,Madison,Less than 15,0,0.0,7614
Normal birth weight (2500g+),2008,Madison,Less than 15,*,*,7615
Low birth weight (<2500g),2008,Madison,Unknown,0,0.0,7617
Normal birth weight (2500g+),2008,Madison,Unknown,0,0.0,7618
Low birth weight (<2500g),2008,Mahoning,15 to 17,13,13.0,7623
Normal birth weight (2500g+),2008,Mahoning,15 to 17,87,87.0,7624
Low birth weight (<2500g),2008,Mahoning,18 to 19,28,13.3,7626
Normal birth weight (2500g+),2008,Mahoning,18 to 19,183,86.7,7627
Low birth weight (<2500g),2008,Mahoning,20 to 24,71,10.7,7629
Normal birth weight (2500g+),2008,Mahoning,20 to 24,595,89.3,7630
Low birth weight (<2500g),2008,Mahoning,25 to 29,71,9.7,7632
Normal birth weight (2500g+),2008,Mahoning,25 to 29,662,90.3,7633
Low birth weight (<2500g),2008,Mahoning,30 to 34,51,9.0,7635
Normal birth weight (2500g+),2008,Mahoning,30 to 34,518,91.0,7636
Low birth weight (<2500g),2008,Mahoning,35 to 39,39,15.1,7638
Normal birth weight (2500g+),2008,Mahoning,35 to 39,219,84.9,7639
Low birth weight (<2500g),2008,Mahoning,40 to 44,6,12.0,7641
Normal birth weight (2500g+),2008,Mahoning,40 to 44,44,88.0,7642
Low birth weight (<2500g),2008,Mahoning,45 and older,*,*,7644
Normal birth weight (2500g+),2008,Mahoning,45 and older,*,*,7645
Low birth weight (<2500g),2008,Mahoning,Less than 15,0,0.0,7647
Normal birth weight (2500g+),2008,Mahoning,Less than 15,*,*,7648
Low birth weight (<2500g),2008,Mahoning,Unknown,0,0.0,7650
Normal birth weight (2500g+),2008,Mahoning,Unknown,0,0.0,7651
Low birth weight (<2500g),2008,Marion,15 to 17,3,7.3,7656
Normal birth weight (2500g+),2008,Marion,15 to 17,38,92.7,7657
Low birth weight (<2500g),2008,Marion,18 to 19,10,8.5,7659
Normal birth weight (2500g+),2008,Marion,18 to 19,108,91.5,7660
Low birth weight (<2500g),2008,Marion,20 to 24,31,10.1,7662
Normal birth weight (2500g+),2008,Marion,20 to 24,275,89.9,7663
Low birth weight (<2500g),2008,Marion,25 to 29,17,8.3,7665
Normal birth weight (2500g+),2008,Marion,25 to 29,188,91.7,7666
Low birth weight (<2500g),2008,Marion,30 to 34,7,6.3,7668
Normal birth weight (2500g+),2008,Marion,30 to 34,105,93.8,7669
Low birth weight (<2500g),2008,Marion,35 to 39,3,7.1,7671
Normal birth weight (2500g+),2008,Marion,35 to 39,39,92.9,7672
Low birth weight (<2500g),2008,Marion,40 to 44,0,0.0,7674
Normal birth weight (2500g+),2008,Marion,40 to 44,*,*,7675
Low birth weight (<2500g),2008,Marion,45 and older,0,0.0,7677
Normal birth weight (2500g+),2008,Marion,45 and older,0,0.0,7678
Low birth weight (<2500g),2008,Marion,Less than 15,0,0.0,7680
Normal birth weight (2500g+),2008,Marion,Less than 15,*,*,7681
Low birth weight (<2500g),2008,Marion,Unknown,0,0.0,7683
Normal birth weight (2500g+),2008,Marion,Unknown,0,0.0,7684
Low birth weight (<2500g),2008,Medina,15 to 17,2,8.3,7689
Normal birth weight (2500g+),2008,Medina,15 to 17,*,*,7690
Low birth weight (<2500g),2008,Medina,18 to 19,3,3.8,7692
Normal birth weight (2500g+),2008,Medina,18 to 19,76,96.2,7693
Low birth weight (<2500g),2008,Medina,20 to 24,21,6.8,7695
Normal birth weight (2500g+),2008,Medina,20 to 24,289,93.2,7696
Low birth weight (<2500g),2008,Medina,25 to 29,45,8.5,7698
Normal birth weight (2500g+),2008,Medina,25 to 29,482,91.5,7699
Low birth weight (<2500g),2008,Medina,30 to 34,45,7.7,7701
Normal birth weight (2500g+),2008,Medina,30 to 34,538,92.3,7702
Low birth weight (<2500g),2008,Medina,35 to 39,21,7.0,7704
Normal birth weight (2500g+),2008,Medina,35 to 39,280,93.0,7705
Low birth weight (<2500g),2008,Medina,40 to 44,4,7.1,7707
Normal birth weight (2500g+),2008,Medina,40 to 44,52,92.9,7708
Low birth weight (<2500g),2008,Medina,45 and older,0,0.0,7710
Normal birth weight (2500g+),2008,Medina,45 and older,*,*,7711
Low birth weight (<2500g),2008,Medina,Less than 15,0,0.0,7713
Normal birth weight (2500g+),2008,Medina,Less than 15,*,*,7714
Low birth weight (<2500g),2008,Medina,Unknown,0,0.0,7716
Normal birth weight (2500g+),2008,Medina,Unknown,0,0.0,7717
Low birth weight (<2500g),2008,Meigs,15 to 17,*,*,7722
Normal birth weight (2500g+),2008,Meigs,15 to 17,*,*,7723
Low birth weight (<2500g),2008,Meigs,18 to 19,3,10.3,7725
Normal birth weight (2500g+),2008,Meigs,18 to 19,26,89.7,7726
Low birth weight (<2500g),2008,Meigs,20 to 24,5,5.4,7728
Normal birth weight (2500g+),2008,Meigs,20 to 24,87,94.6,7729
Low birth weight (<2500g),2008,Meigs,25 to 29,5,5.9,7731
Normal birth weight (2500g+),2008,Meigs,25 to 29,80,94.1,7732
Low birth weight (<2500g),2008,Meigs,30 to 34,1,3.2,7734
Normal birth weight (2500g+),2008,Meigs,30 to 34,30,96.8,7735
Low birth weight (<2500g),2008,Meigs,35 to 39,1,5.9,7737
Normal birth weight (2500g+),2008,Meigs,35 to 39,*,*,7738
Low birth weight (<2500g),2008,Meigs,40 to 44,*,*,7740
Normal birth weight (2500g+),2008,Meigs,40 to 44,*,*,7741
Low birth weight (<2500g),2008,Meigs,45 and older,0,0.0,7743
Normal birth weight (2500g+),2008,Meigs,45 and older,0,0.0,7744
Low birth weight (<2500g),2008,Meigs,Less than 15,0,0.0,7746
Normal birth weight (2500g+),2008,Meigs,Less than 15,0,0.0,7747
Low birth weight (<2500g),2008,Meigs,Unknown,0,0.0,7749
Normal birth weight (2500g+),2008,Meigs,Unknown,0,0.0,7750
Low birth weight (<2500g),2008,Mercer,15 to 17,*,*,7755
Normal birth weight (2500g+),2008,Mercer,15 to 17,*,*,7756
Low birth weight (<2500g),2008,Mercer,18 to 19,1,3.1,7758
Normal birth weight (2500g+),2008,Mercer,18 to 19,31,96.9,7759
Low birth weight (<2500g),2008,Mercer,20 to 24,7,5.7,7761
Normal birth weight (2500g+),2008,Mercer,20 to 24,116,94.3,7762
Low birth weight (<2500g),2008,Mercer,25 to 29,10,5.1,7764
Normal birth weight (2500g+),2008,Mercer,25 to 29,186,94.9,7765
Low birth weight (<2500g),2008,Mercer,30 to 34,7,5.3,7767
Normal birth weight (2500g+),2008,Mercer,30 to 34,124,94.7,7768
Low birth weight (<2500g),2008,Mercer,35 to 39,2,6.1,7770
Normal birth weight (2500g+),2008,Mercer,35 to 39,31,93.9,7771
Low birth weight (<2500g),2008,Mercer,40 to 44,0,0.0,7773
Normal birth weight (2500g+),2008,Mercer,40 to 44,*,*,7774
Low birth weight (<2500g),2008,Mercer,45 and older,0,0.0,7776
Normal birth weight (2500g+),2008,Mercer,45 and older,0,0.0,7777
Low birth weight (<2500g),2008,Mercer,Less than 15,0,0.0,7779
Normal birth weight (2500g+),2008,Mercer,Less than 15,0,0.0,7780
Low birth weight (<2500g),2008,Mercer,Unknown,0,0.0,7782
Normal birth weight (2500g+),2008,Mercer,Unknown,0,0.0,7783
Low birth weight (<2500g),2008,Miami,15 to 17,3,7.5,7788
Normal birth weight (2500g+),2008,Miami,15 to 17,37,92.5,7789
Low birth weight (<2500g),2008,Miami,18 to 19,14,13.6,7791
Normal birth weight (2500g+),2008,Miami,18 to 19,89,86.4,7792
Low birth weight (<2500g),2008,Miami,20 to 24,18,5.5,7794
Normal birth weight (2500g+),2008,Miami,20 to 24,312,94.5,7795
Low birth weight (<2500g),2008,Miami,25 to 29,36,8.5,7797
Normal birth weight (2500g+),2008,Miami,25 to 29,390,91.5,7798
Low birth weight (<2500g),2008,Miami,30 to 34,13,5.2,7800
Normal birth weight (2500g+),2008,Miami,30 to 34,239,94.8,7801
Low birth weight (<2500g),2008,Miami,35 to 39,9,9.1,7803
Normal birth weight (2500g+),2008,Miami,35 to 39,90,90.9,7804
Low birth weight (<2500g),2008,Miami,40 to 44,0,0.0,7806
Normal birth weight (2500g+),2008,Miami,40 to 44,*,*,7807
Low birth weight (<2500g),2008,Miami,45 and older,0,0.0,7809
Normal birth weight (2500g+),2008,Miami,45 and older,*,*,7810
Low birth weight (<2500g),2008,Miami,Less than 15,0,0.0,7812
Normal birth weight (2500g+),2008,Miami,Less than 15,*,*,7813
Low birth weight (<2500g),2008,Miami,Unknown,0,0.0,7815
Normal birth weight (2500g+),2008,Miami,Unknown,0,0.0,7816
Low birth weight (<2500g),2008,Monroe,15 to 17,0,0.0,7821
Normal birth weight (2500g+),2008,Monroe,15 to 17,0,0.0,7822
Low birth weight (<2500g),2008,Monroe,18 to 19,1,7.1,7824
Normal birth weight (2500g+),2008,Monroe,18 to 19,*,*,7825
Low birth weight (<2500g),2008,Monroe,20 to 24,*,*,7827
Normal birth weight (2500g+),2008,Monroe,20 to 24,57,81.4,7828
Low birth weight (<2500g),2008,Monroe,25 to 29,5,10.2,7830
Normal birth weight (2500g+),2008,Monroe,25 to 29,44,89.8,7831
Low birth weight (<2500g),2008,Monroe,30 to 34,1,4.0,7833
Normal birth weight (2500g+),2008,Monroe,30 to 34,*,*,7834
Low birth weight (<2500g),2008,Monroe,35 to 39,*,*,7836
Normal birth weight (2500g+),2008,Monroe,35 to 39,*,*,7837
Low birth weight (<2500g),2008,Monroe,40 to 44,0,0.0,7839
Normal birth weight (2500g+),2008,Monroe,40 to 44,*,*,7840
Low birth weight (<2500g),2008,Monroe,45 and older,0,0.0,7842
Normal birth weight (2500g+),2008,Monroe,45 and older,0,0.0,7843
Low birth weight (<2500g),2008,Monroe,Less than 15,0,0.0,7845
Normal birth weight (2500g+),2008,Monroe,Less than 15,0,0.0,7846
Low birth weight (<2500g),2008,Monroe,Unknown,0,0.0,7848
Normal birth weight (2500g+),2008,Monroe,Unknown,0,0.0,7849
Low birth weight (<2500g),2008,Montgomery,15 to 17,34,12.1,7854
Normal birth weight (2500g+),2008,Montgomery,15 to 17,246,87.9,7855
Low birth weight (<2500g),2008,Montgomery,18 to 19,61,10.1,7857
Normal birth weight (2500g+),2008,Montgomery,18 to 19,545,89.9,7858
Low birth weight (<2500g),2008,Montgomery,20 to 24,180,9.2,7860
Normal birth weight (2500g+),2008,Montgomery,20 to 24,1,781,90.8,7861
Low birth weight (<2500g),2008,Montgomery,25 to 29,146,6.6,7863
Normal birth weight (2500g+),2008,Montgomery,25 to 29,2,070,93.4,7864
Low birth weight (<2500g),2008,Montgomery,30 to 34,104,7.6,7866
Normal birth weight (2500g+),2008,Montgomery,30 to 34,1,259,92.4,7867
Low birth weight (<2500g),2008,Montgomery,35 to 39,80,13.6,7869
Normal birth weight (2500g+),2008,Montgomery,35 to 39,510,86.4,7870
Low birth weight (<2500g),2008,Montgomery,40 to 44,11,10.1,7872
Normal birth weight (2500g+),2008,Montgomery,40 to 44,98,89.9,7873
Low birth weight (<2500g),2008,Montgomery,45 and older,*,*,7875
Normal birth weight (2500g+),2008,Montgomery,45 and older,*,*,7876
Low birth weight (<2500g),2008,Montgomery,Less than 15,3,18.8,7878
Normal birth weight (2500g+),2008,Montgomery,Less than 15,*,*,7879
Low birth weight (<2500g),2008,Montgomery,Unknown,0,0.0,7881
Normal birth weight (2500g+),2008,Montgomery,Unknown,0,0.0,7882
Low birth weight (<2500g),2008,Morgan,15 to 17,*,*,7887
Normal birth weight (2500g+),2008,Morgan,15 to 17,*,*,7888
Low birth weight (<2500g),2008,Morgan,18 to 19,*,*,7890
Normal birth weight (2500g+),2008,Morgan,18 to 19,*,*,7891
Low birth weight (<2500g),2008,Morgan,20 to 24,*,*,7893
Normal birth weight (2500g+),2008,Morgan,20 to 24,62,93.9,7894
Low birth weight (<2500g),2008,Morgan,25 to 29,2,4.3,7896
Normal birth weight (2500g+),2008,Morgan,25 to 29,45,95.7,7897
Low birth weight (<2500g),2008,Morgan,30 to 34,1,3.4,7899
Normal birth weight (2500g+),2008,Morgan,30 to 34,28,96.6,7900
Low birth weight (<2500g),2008,Morgan,35 to 39,0,0.0,7902
Normal birth weight (2500g+),2008,Morgan,35 to 39,*,*,7903
Low birth weight (<2500g),2008,Morgan,40 to 44,0,0.0,7905
Normal birth weight (2500g+),2008,Morgan,40 to 44,*,*,7906
Low birth weight (<2500g),2008,Morgan,45 and older,0,0.0,7908
Normal birth weight (2500g+),2008,Morgan,45 and older,0,0.0,7909
Low birth weight (<2500g),2008,Morgan,Less than 15,0,0.0,7911
Normal birth weight (2500g+),2008,Morgan,Less than 15,0,0.0,7912
Low birth weight (<2500g),2008,Morgan,Unknown,0,0.0,7914
Normal birth weight (2500g+),2008,Morgan,Unknown,0,0.0,7915
Low birth weight (<2500g),2008,Morrow,15 to 17,1,8.3,7920
Normal birth weight (2500g+),2008,Morrow,15 to 17,*,*,7921
Low birth weight (<2500g),2008,Morrow,18 to 19,2,6.1,7923
Normal birth weight (2500g+),2008,Morrow,18 to 19,31,93.9,7924
Low birth weight (<2500g),2008,Morrow,20 to 24,8,6.2,7926
Normal birth weight (2500g+),2008,Morrow,20 to 24,121,93.8,7927
Low birth weight (<2500g),2008,Morrow,25 to 29,12,10.9,7929
Normal birth weight (2500g+),2008,Morrow,25 to 29,98,89.1,7930
Low birth weight (<2500g),2008,Morrow,30 to 34,4,5.6,7932
Normal birth weight (2500g+),2008,Morrow,30 to 34,67,94.4,7933
Low birth weight (<2500g),2008,Morrow,35 to 39,3,7.9,7935
Normal birth weight (2500g+),2008,Morrow,35 to 39,35,92.1,7936
Low birth weight (<2500g),2008,Morrow,40 to 44,0,0.0,7938
Normal birth weight (2500g+),2008,Morrow,40 to 44,*,*,7939
Low birth weight (<2500g),2008,Morrow,45 and older,0,0.0,7941
Normal birth weight (2500g+),2008,Morrow,45 and older,0,0.0,7942
Low birth weight (<2500g),2008,Morrow,Less than 15,0,0.0,7944
Normal birth weight (2500g+),2008,Morrow,Less than 15,*,*,7945
Low birth weight (<2500g),2008,Morrow,Unknown,0,0.0,7947
Normal birth weight (2500g+),2008,Morrow,Unknown,0,0.0,7948
Low birth weight (<2500g),2008,Muskingum,15 to 17,5,12.5,7953
Normal birth weight (2500g+),2008,Muskingum,15 to 17,35,87.5,7954
Low birth weight (<2500g),2008,Muskingum,18 to 19,8,8.3,7956
Normal birth weight (2500g+),2008,Muskingum,18 to 19,88,91.7,7957
Low birth weight (<2500g),2008,Muskingum,20 to 24,42,10.2,7959
Normal birth weight (2500g+),2008,Muskingum,20 to 24,368,89.8,7960
Low birth weight (<2500g),2008,Muskingum,25 to 29,24,7.7,7962
Normal birth weight (2500g+),2008,Muskingum,25 to 29,287,92.3,7963
Low birth weight (<2500g),2008,Muskingum,30 to 34,15,8.3,7965
Normal birth weight (2500g+),2008,Muskingum,30 to 34,166,91.7,7966
Low birth weight (<2500g),2008,Muskingum,35 to 39,4,6.0,7968
Normal birth weight (2500g+),2008,Muskingum,35 to 39,63,94.0,7969
Low birth weight (<2500g),2008,Muskingum,40 to 44,*,*,7971
Normal birth weight (2500g+),2008,Muskingum,40 to 44,*,*,7972
Low birth weight (<2500g),2008,Muskingum,45 and older,0,0.0,7974
Normal birth weight (2500g+),2008,Muskingum,45 and older,0,0.0,7975
Low birth weight (<2500g),2008,Muskingum,Less than 15,0,0.0,7977
Normal birth weight (2500g+),2008,Muskingum,Less than 15,0,0.0,7978
Low birth weight (<2500g),2008,Muskingum,Unknown,0,0.0,7980
Normal birth weight (2500g+),2008,Muskingum,Unknown,0,0.0,7981
Low birth weight (<2500g),2008,Noble,15 to 17,*,*,7986
Normal birth weight (2500g+),2008,Noble,15 to 17,*,*,7987
Low birth weight (<2500g),2008,Noble,18 to 19,0,0.0,7989
Normal birth weight (2500g+),2008,Noble,18 to 19,*,*,7990
Low birth weight (<2500g),2008,Noble,20 to 24,*,*,7992
Normal birth weight (2500g+),2008,Noble,20 to 24,42,97.7,7993
Low birth weight (<2500g),2008,Noble,25 to 29,*,*,7995
Normal birth weight (2500g+),2008,Noble,25 to 29,35,89.7,7996
Low birth weight (<2500g),2008,Noble,30 to 34,0,0.0,7998
Normal birth weight (2500g+),2008,Noble,30 to 34,26,100.0,7999
Low birth weight (<2500g),2008,Noble,35 to 39,*,*,8001
Normal birth weight (2500g+),2008,Noble,35 to 39,*,*,8002
Low birth weight (<2500g),2008,Noble,40 to 44,0,0.0,8004
Normal birth weight (2500g+),2008,Noble,40 to 44,*,*,8005
Low birth weight (<2500g),2008,Noble,45 and older,0,0.0,8007
Normal birth weight (2500g+),2008,Noble,45 and older,0,0.0,8008
Low birth weight (<2500g),2008,Noble,Less than 15,0,0.0,8010
Normal birth weight (2500g+),2008,Noble,Less than 15,0,0.0,8011
Low birth weight (<2500g),2008,Noble,Unknown,0,0.0,8013
Normal birth weight (2500g+),2008,Noble,Unknown,0,0.0,8014
Low birth weight (<2500g),2008,Ottawa,15 to 17,*,*,8019
Normal birth weight (2500g+),2008,Ottawa,15 to 17,*,*,8020
Low birth weight (<2500g),2008,Ottawa,18 to 19,4,14.8,8022
Normal birth weight (2500g+),2008,Ottawa,18 to 19,*,*,8023
Low birth weight (<2500g),2008,Ottawa,20 to 24,4,4.0,8025
Normal birth weight (2500g+),2008,Ottawa,20 to 24,95,96.0,8026
Low birth weight (<2500g),2008,Ottawa,25 to 29,8,6.0,8028
Normal birth weight (2500g+),2008,Ottawa,25 to 29,125,94.0,8029
Low birth weight (<2500g),2008,Ottawa,30 to 34,2,2.1,8031
Normal birth weight (2500g+),2008,Ottawa,30 to 34,95,97.9,8032
Low birth weight (<2500g),2008,Ottawa,35 to 39,3,8.8,8034
Normal birth weight (2500g+),2008,Ottawa,35 to 39,31,91.2,8035
Low birth weight (<2500g),2008,Ottawa,40 to 44,*,*,8037
Normal birth weight (2500g+),2008,Ottawa,40 to 44,*,*,8038
Low birth weight (<2500g),2008,Ottawa,45 and older,0,0.0,8040
Normal birth weight (2500g+),2008,Ottawa,45 and older,0,0.0,8041
Low birth weight (<2500g),2008,Ottawa,Less than 15,*,*,8043
Normal birth weight (2500g+),2008,Ottawa,Less than 15,0,0.0,8044
Low birth weight (<2500g),2008,Ottawa,Unknown,0,0.0,8046
Normal birth weight (2500g+),2008,Ottawa,Unknown,0,0.0,8047
Low birth weight (<2500g),2008,Paulding,15 to 17,0,0.0,8052
Normal birth weight (2500g+),2008,Paulding,15 to 17,*,*,8053
Low birth weight (<2500g),2008,Paulding,18 to 19,1,7.1,8055
Normal birth weight (2500g+),2008,Paulding,18 to 19,*,*,8056
Low birth weight (<2500g),2008,Paulding,20 to 24,6,7.6,8058
Normal birth weight (2500g+),2008,Paulding,20 to 24,73,92.4,8059
Low birth weight (<2500g),2008,Paulding,25 to 29,4,4.7,8061
Normal birth weight (2500g+),2008,Paulding,25 to 29,82,95.3,8062
Low birth weight (<2500g),2008,Paulding,30 to 34,2,4.9,8064
Normal birth weight (2500g+),2008,Paulding,30 to 34,39,95.1,8065
Low birth weight (<2500g),2008,Paulding,35 to 39,5,23.8,8067
Normal birth weight (2500g+),2008,Paulding,35 to 39,*,*,8068
Low birth weight (<2500g),2008,Paulding,40 to 44,0,0.0,8070
Normal birth weight (2500g+),2008,Paulding,40 to 44,*,*,8071
Low birth weight (<2500g),2008,Paulding,45 and older,0,0.0,8073
Normal birth weight (2500g+),2008,Paulding,45 and older,0,0.0,8074
Low birth weight (<2500g),2008,Paulding,Less than 15,0,0.0,8076
Normal birth weight (2500g+),2008,Paulding,Less than 15,0,0.0,8077
Low birth weight (<2500g),2008,Paulding,Unknown,0,0.0,8079
Normal birth weight (2500g+),2008,Paulding,Unknown,0,0.0,8080
Low birth weight (<2500g),2008,Perry,15 to 17,*,*,8085
Normal birth weight (2500g+),2008,Perry,15 to 17,*,*,8086
Low birth weight (<2500g),2008,Perry,18 to 19,5,11.4,8088
